108970	7102	16702
109418	317	681
109426	6446	15000
109430	6179	15629
109487	6136	15032
113073	1977	5020
113074	5978	14758
113075	586	1374
113076	439	989
113078	919	2012
113080	2918	7143
113081	12014	31467
113087	832	1976
113088	4348	10319
113089	1889	4426
113090	657	1354
113091	234	488
113092	746	1502
113093	1193	2759
113094	1936	4474
113095	1908	4156
113962	7578	17411
113963	11998	29660
113964	1329	3182
113965	1090	2474
113966	1201	2854
113968	1684	3938
113969	8408	21745
113971	12693	31810
113972	5251	13074
114100	7626	19248
114101	8690	21289
114102	1436	3302
114171	483	1110
114172	2946	6781
114175	7901	19341
114181	1792	4157
114182	3434	8410
114183	4677	11741
114184	2595	5910
114441	2228	5719
114444	5439	16305
114445	8558	22833
114446	3467	10816
114447	1665	4311
114448	4845	12825
114449	3898	11065
114450	1150	2626
114453	1916	4822
114454	7213	17680
114455	6182	15320
114456	1050	2747
114457	5014	14530
114458	1452	3413
114459	3683	10398
114460	4865	14105
114489	4283	9755
114490	2036	5405
114491	3023	6495
114493	2461	5734
114494	3711	8973
114496	1831	3893
114497	1025	2369
114498	1156	2457
114499	2266	5116
114500	3514	7985
114501	3782	8745
114502	798	1741
114503	1507	3246
114505	1616	3794
114506	2838	6501
114507	5746	12546
114509	4709	11731
114511	3536	7567
114512	2621	5322
114513	1295	2704
114514	3834	7819
114515	2459	5835
114516	4953	10898
114517	1470	3375
114518	1610	3365
114519	224	456
114520	12688	34382
114521	1309	3035
114522	472	1021
114523	5076	11592
114524	5347	11317
114527	4597	10227
114528	620	1327
114529	4456	11263
114530	16904	53465
114531	23942	75625
114532	1618	3804
114623	3675	10630
114625	2254	5680
114626	3778	10102
114627	3670	8800
114628	1092	2557
114629	2185	5101
114630	997	2265
114631	4806	11202
114839	2875	7261
114841	5408	14035
114843	5043	14491
114844	8322	19127
114845	10672	29683
114847	2355	5043
114850	11877	33083
115101	11112	34237
115102	10963	36535
115104	1650	5091
115105	15439	46776
115107	2218	6381
115109	2988	9172
115110	8711	27172
115111	11	7
115112	3829	12442
115113	17111	52969
115496	5533	18078
115497	5938	19295
115499	13751	42163
115500	5766	13430
115502	4513	12560
115503	14380	47098
115504	1907	4451
115505	850	2184
115506	8393	28425
115508	3631	11387
115509	9594	31761
115510	11607	36126
115515	10972	33251
115516	13766	40425
115517	10900	31843
115808	606	1441
115809	12111	37367
115879	205	512
115880	7925	23801
115881	608	1470
115893	3312	7392
115898	4927	10990
116246	13109	40343
116250	3673	7794
116252	5065	10376
116254	3775	9060
116255	1178	2396
116256	2657	6861
116426	4792	11317
116427	1517	3706
116429	305	717
116430	2267	5379
116432	1399	2982
116437	5658	13646
116439	5798	13141
116456	323	659
116457	3897	7981
116458	3368	8017
116459	4077	9680
116460	3120	7456
116461	9441	27724
116462	4398	10568
116463	4461	10462
116464	2934	6407
116465	3239	7199
116466	3179	7569
116467	6658	13817
116468	4528	10246
116469	7159	20316
116473	947	2159
116474	8937	20228
116475	3268	7579
116476	4135	9449
116477	1784	3551
116479	4039	9005
116480	3836	9298
116481	2021	4322
116482	548	1184
116483	1314	2806
116484	3258	8017
116485	5037	13072
116486	3724	9180
116487	3313	8045
116489	4938	11684
116490	1525	3714
116491	11549	30048
116492	1904	4529
116493	2214	5135
116494	1387	3275
116495	7562	17185
116496	3404	6981
116497	10289	23807
116654	11359	26791
116656	4546	13739
116659	2135	4795
116662	2252	6087
116739	4797	15854
116742	2672	7896
116743	6107	19511
116744	20809	68777
116746	16801	52307
116747	11231	40994
116752	15599	49634
116753	17103	54368
116754	2168	4998
116755	2431	5761
116769	655	1398
116773	8565	25751
116776	995	2565
116835	7928	21742
116837	7231	20629
116838	13500	42664
116839	7781	20666
116972	1786	5012
116974	1461	3962
116975	1042	2660
116991	1338	3305
116992	5679	12965
116997	4704	12088
116998	1966	5298
117000	672	1412
117001	1392	3922
117007	10662	27509
117008	423	991
117009	1363	3760
117010	2153	6748
117012	129	295
117014	1286	3795
117015	16099	42429
117016	3156	7415
117017	2792	7552
117018	12331	37813
117019	477	953
117020	5374	14071
117021	7043	23715
117022	2291	5477
117023	868	2275
117024	623	1411
117025	6663	16589
117028	1405	3187
117029	1478	3555
117030	1401	3216
117031	3507	8477
117032	1652	3977
117033	4037	9698
117034	3418	8150
117035	707	1600
117036	1220	2790
117037	1210	2753
117039	2627	6423
117040	229	531
117041	2609	6172
117042	2576	6422
117043	4522	11202
117045	142	304
117047	5137	12190
117048	6431	16651
117049	1884	4451
117050	5953	16705
117051	4742	12635
117052	2421	5972
117053	2733	6517
117054	8474	21687
117055	7606	18250
117056	3266	7354
117058	7767	18715
117059	5297	11856
117061	8651	19367
117062	573	1365
117063	3647	8672
117064	3167	7374
117065	5559	13710
117066	14749	37517
117068	2654	6408
121134	343	759
121135	1226	2906
121136	296	683
121137	263	671
121138	2595	6199
121143	7640	20233
121144	1692	4195
121148	4486	12848
121149	4572	13445
121150	2231	6501
121151	5599	15938
121152	1426	3887
121153	387	985
121154	907	2352
121155	4443	13759
121194	5384	17026
121195	6269	19930
121196	4793	14751
121197	8945	27943
121198	3824	11625
121248	4164	9143
121249	1109	2236
121250	13430	37267
121252	6652	15298
121363	9632	23389
121364	6977	21573
121365	9353	28770
121366	6518	20006
121367	6030	18756
121370	5472	12247
121372	296	654
121373	2265	5427
121375	2711	6811
121376	3543	7994
121377	3971	8240
121378	2798	6392
121379	547	1138
121380	6678	17183
121381	738	1676
121382	4240	11983
121383	726	1746
121384	4914	14000
121385	5741	11863
121386	2373	5887
121387	7458	19737
121388	8533	23348
121389	599	1282
121390	1681	3885
121391	3053	7708
121392	2079	4725
121432	6003	11138
121433	5144	9911
121434	1034	2271
121435	1189	2585
121441	1117	2543
121444	3076	7330
121445	11207	31207
121448	4785	10411
121449	10318	26312
121453	2441	5117
121454	5619	13045
121544	4202	9100
121545	4460	10746
121546	1727	3891
121549	3423	8680
121550	4484	11366
121554	5624	13245
121555	1628	3189
121558	343	871
121561	7843	22431
121562	3886	11551
121563	4569	12850
121564	4476	13078
121565	2396	6801
121566	4153	11173
121567	2306	6210
121568	5638	13370
121569	5640	13999
121570	7017	17391
121571	6649	18705
121572	1268	3301
121573	8419	21857
121574	8777	21193
121575	2686	6408
121577	2327	5700
121578	7893	20452
121579	6768	17495
121580	1819	4265
121581	5630	13430
121582	3845	9524
121583	1072	2466
121584	947	2325
121586	2125	4992
121587	2058	5080
133781	5357	15866
133866	1888	4209
133870	4262	9624
138723	639	1291
138763	2970	6332
139186	2529	5286
139187	4086	10713
139188	6838	17669
139189	309	653
139191	2294	5617
139193	341	694
139194	316	611
139195	3911	8396
139196	3903	10677
139197	6996	20081
139198	4887	15686
139199	2375	7720
139203	6096	17884
139204	8183	27088
139205	8554	28507
139206	13911	43778
139207	2270	4680
139208	4572	14378
139209	894	2007
139210	628	1656
139211	10271	34318
139212	593	1698
139213	3472	10757
139216	187	432
139217	333	800
139218	1752	4363
139222	1181	3259
139223	1327	3650
139225	3332	9962
139226	14171	43458
139228	6459	21515
139229	3141	10619
139230	590	1596
139231	659	1590
139232	708	2065
139233	2346	7371
139234	2236	5687
139235	1600	3468
139236	4120	9971
139237	2760	7937
139243	10962	33684
139245	8804	25292
139258	2240	4944
139259	3624	8678
139313	2865	6982
139336	16057	46687
139346	15943	53152
139355	749	1742
139356	7620	22490
139775	6168	15107
139776	2362	6005
139777	3164	8208
139854	2536	5674
139855	1195	3001
140468	1139	2541
140469	2124	5284
140470	2783	6301
140472	3428	8712
140475	1435	3254
140493	5992	15129
140498	2853	6313
140499	1651	3971
140501	233	495
140512	6871	16271
140514	3452	9947
140639	2702	6559
140640	206	447
140641	2308	5430
140642	1066	2312
140643	1430	3227
140645	2184	5143
144353	1571	3625
146170	12777	33489
146171	4368	12732
146176	6858	19228
146200	3083	8994
146201	5013	14424
146330	11775	35975
146331	20022	61608
146333	21662	65836
146334	20625	65568
146335	16594	53058
146336	7225	19244
146337	13269	42446
146339	1018	2037
146341	4081	13875
146342	9113	22810
146344	765	1717
146347	13387	44517
146350	7254	21664
146357	2658	6562
146358	4479	13378
146360	9301	29983
146361	2956	8594
146362	17671	51886
146363	188	417
146365	1560	3738
146366	10583	33473
146367	12992	41382
146369	20748	66638
146371	2064	4526
146372	4718	10888
146373	806	1877
146375	1293	2832
146376	2738	8083
146377	272	529
146378	2620	5792
146379	6373	14079
146381	11896	33521
146387	1563	3425
146388	5363	13127
146405	6506	16369
146406	2088	5362
146407	925	2262
146408	3530	8557
146409	7343	19124
146410	16804	52734
146411	7470	20029
146412	6790	19892
146414	4423	11797
146415	837	1843
146424	2917	6567
146425	3400	7484
146434	2194	5773
146598	476	1061
146600	1552	3354
146601	4293	10549
146603	3848	8851
146604	14312	39558
146605	13446	35455
146606	17275	43669
146607	4161	10554
146608	533	1192
146610	799	1648
146618	2133	5024
146619	1867	4244
146620	5507	13332
146621	9902	26215
146623	9767	27524
146690	2486	6220
146691	1588	3494
146692	2989	6380
146694	1940	4345
146695	1169	2706
146696	3928	9430
146697	18800	44360
146698	4010	11350
146700	7095	19725
146701	5338	15351
146702	11031	33406
146703	5641	12930
146711	533	1183
146712	2206	5072
146713	2508	4558
146714	437	962
146715	500	1192
146717	293	664
146718	7624	18254
146724	2580	5761
146727	4183	9962
146728	286	719
146768	4064	11216
146769	8144	23561
146771	7038	22228
146772	234	652
146773	10032	35515
146774	793	1494
146776	10420	35678
146777	7953	22594
146779	11296	32576
146780	9976	28944
146781	5787	18458
146782	17556	60132
146783	17270	56526
146784	6322	17212
146787	17785	57641
146790	2464	5631
146796	6624	21090
146797	14886	52912
146798	16237	52558
146799	2571	8187
146800	885	2013
146801	2478	7317
146903	7193	17482
146904	2429	5668
146905	5258	13768
146906	1672	3853
146907	3882	8757
146908	1189	2770
146909	228	551
146910	923	2269
146911	3634	9021
146913	2175	5320
146923	2461	5264
146946	1832	4387
146947	15177	47187
146985	3435	8367
146987	9338	23862
146988	8145	20558
146989	6078	14353
146997	1594	3757
147028	2677	6513
147030	2580	7280
147031	8375	27742
147032	6636	16556
147033	8749	23393
147034	1991	4299
147037	3524	10203
147038	14994	53476
147039	16033	56092
147040	10186	23523
147042	283	706
147043	3772	11864
147044	705	1827
147047	6588	21908
147048	9370	28642
147052	3415	10670
147053	8873	29030
147054	3812	11622
147063	5358	14676
147064	4876	14178
147065	7437	24834
147066	6738	20084
147069	6340	20092
147070	6081	18776
147071	10678	32789
147073	2878	7646
147075	14729	51324
147076	8353	27848
147077	9527	29410
147081	9550	31460
147083	17909	57873
147084	96	123
147085	924	2439
147088	5692	17294
147089	2536	7716
147090	2430	6610
147092	7678	19328
147097	11994	37078
147098	10741	38324
147099	3911	11789
147100	25653	100877
147159	954	1993
147165	1704	3735
147168	658	1322
147171	1412	2851
147193	753	1621
147329	2774	7052
147330	3049	8926
147331	3087	7504
147332	10156	29283
147333	4212	12983
147334	870	2292
147335	4991	13804
147336	5959	16046
147337	4190	12467
147338	7679	20378
147339	1702	4875
147340	4753	11401
147341	5806	14483
147342	7735	19419
147343	4082	9825
147344	719	1697
147345	2593	8263
147346	1079	2886
147348	323	830
147349	553	1290
147351	4286	10902
147352	594	1509
147355	501	1152
147356	1484	3701
147357	2222	5995
147358	5308	13764
147362	6491	15658
147363	5570	13325
147364	14177	37554
147365	1779	4258
147371	12650	31964
147372	7502	18584
147373	1620	3913
147374	7953	20681
147383	2755	5958
147384	3804	8668
147385	2331	5108
147386	9498	21951
147387	5911	14803
147388	7363	19604
147393	334	660
147421	3137	7207
147422	1935	4043
147434	2569	5894
147437	3288	6413
147438	2812	5990
147439	5329	14299
147440	1839	4451
147441	758	1773
147442	2285	4943
147443	1380	3381
147444	9592	26750
147445	6622	13388
147446	10122	26005
147460	3895	8700
147466	11348	35323
147470	1407	2906
147472	19945	58332
147522	2888	5977
147523	2300	5315
147524	1768	4100
147525	1073	2448
147526	5789	13630
147527	11876	32097
147528	6275	14352
147529	1013	2039
147530	13903	40481
147531	13794	38995
147532	5048	11057
147533	189	396
147534	4405	10211
147535	1522	3293
147536	2246	4669
147542	5894	15341
147543	5908	13109
147553	750	1781
147554	1834	4092
147555	4409	10131
147556	1935	4349
147558	456	990
147559	6348	13627
147560	6883	18096
147561	2570	5114
147564	10674	25834
147565	5264	16802
147566	17368	58749
147568	19996	67153
147569	19997	71531
147570	17446	60537
147571	8112	23212
147572	20206	59188
147576	12314	38149
147577	7957	23167
147578	3080	8573
147579	11639	35226
147581	15350	37402
147586	12595	39953
147612	2019	4813
147613	4437	10362
147615	5177	12107
147616	2185	4982
147617	3651	8213
147624	4227	9624
147629	1100	2959
147630	1358	2805
147631	2363	6934
147632	691	1621
147633	2907	6898
147634	2358	5611
147635	439	998
147636	1009	2371
147644	3005	8457
147645	1003	2612
147646	1058	2612
147648	6077	18106
147651	1088	2643
147652	629	1537
147653	344	827
147654	515	1219
147656	2772	6562
147662	1648	3621
147663	2101	4592
147664	387	689
147665	3461	8289
147666	6485	16492
147667	4166	9270
147674	1361	2901
147678	1626	3336
147692	7065	19437
147788	1196	2851
147789	3205	9533
147790	5178	12847
147791	11212	37306
147792	4745	12601
147793	2899	7138
147794	4364	10627
147795	1555	3832
147803	4305	13546
147805	1324	3067
147807	252	685
147812	8133	20263
147820	1669	4604
147822	933	2000
147823	762	1854
147825	22697	73571
147826	11979	34524
147827	493	1254
147828	2354	6312
147829	14900	44732
147830	10269	31643
147831	1644	3986
147832	248	517
147833	6008	15833
147834	12355	36085
147835	328	699
147836	7890	24082
147837	15239	41511
147838	20495	69205
147839	256	549
147841	729	1800
147842	2586	7057
147843	4534	12357
147844	320	714
147846	7534	23279
147847	3388	7824
147849	1135	2500
147851	1904	4482
147852	1021	2426
147853	13540	45798
147855	4435	12174
147857	1820	4199
147858	2780	6454
147859	4739	12883
147860	1493	4031
147861	490	1195
147862	1687	4746
147865	1552	4253
147867	542	1175
147868	3068	6504
147869	548	1364
147870	1790	3656
147871	612	1308
147873	6752	19843
147875	4505	13407
147876	1097	2444
147877	9963	24321
147878	475	972
147879	451	1014
147880	302	639
147881	10532	31235
147882	1870	5451
147883	709	1464
147884	4685	11091
147885	14017	41786
147890	29592	93504
147892	7387	15608
147893	1827	4250
147894	8863	24516
147895	2565	5842
147896	4336	11277
147897	4172	9405
147898	5269	13340
147899	2688	6484
147901	19957	53222
147902	12285	27986
147904	3202	6772
147917	17930	42944
147920	2758	5961
147921	586	1247
147922	12913	40132
147923	518	1301
147924	6563	19596
147925	303	710
147926	304	727
147927	3894	9084
147928	5595	14120
147929	16730	46906
147931	6027	14596
147933	17185	57983
147934	15864	46867
147935	10703	37242
147937	13854	44785
147940	2971	8356
147941	1207	3164
147942	7018	17054
147943	4406	10526
147944	4781	12483
147945	14166	37519
147946	14777	38314
147947	1731	4193
147948	2341	5772
147949	6961	22331
147950	282	690
147951	6411	21331
147952	4207	13028
147955	13965	43484
147956	424	1011
147957	606	1416
147958	4145	10255
147959	1019	2350
147960	2215	4800
147961	371	922
147962	5024	11280
147963	666	1529
147965	1951	4720
147966	1891	4642
147967	14721	44193
147969	7540	23851
147972	9179	23296
147973	4279	11671
147974	7536	21461
147975	8982	22375
147976	313	666
147977	5486	13861
147979	7330	17028
147993	638	1424
147994	715	1614
147996	411	983
148027	1436	3167
148028	8931	21694
148029	4107	9613
148030	3910	8579
148031	4095	9314
148032	4234	9388
148044	1219	2659
148046	1592	3627
148048	1396	3004
148052	2611	5691
148053	2557	5685
148054	5114	11826
148189	2046	4710
148191	885	2094
148192	2446	5183
148193	2908	6425
148195	3008	6583
148196	5843	13882
148203	3612	8103
148204	779	1837
148205	4466	10465
148206	12794	32160
148208	5319	11751
148209	2467	5555
148211	1063	2223
148212	2959	6228
148213	3546	7852
148214	5366	14551
148215	12259	34249
148216	4694	12507
148227	1772	4093
148228	774	1615
148231	2308	4524
148233	1294	2780
148234	4541	11890
148236	2933	6468
148237	2265	4869
148238	310	573
148239	932	1798
148240	2045	4629
148241	7090	17654
148242	1201	2270
148243	1399	3110
148244	1394	3043
148246	3656	7617
148692	8621	20025
148697	5075	14888
148698	7790	21430
148717	3139	8122
148718	673	1709
148719	1708	4307
148720	1695	4085
148721	1865	4445
148722	6202	14457
148723	3058	7876
150352	972	2297
150353	1562	3489
150589	1422	3469
150638	2785	7073
150692	5104	13676
150722	3630	8912
150723	6127	15424
150724	5514	15327
150725	1341	3334
150726	2328	5923
150727	2736	7354
150728	6302	16422
151044	4684	10659
151346	1029	2496
151631	1504	3492
151632	5594	14763
151950	1587	3794
151956	2311	5403
151997	2418	5525
152114	801	1797
152115	553	1200
152122	1489	3431
152242	1368	3220
152271	4016	9494
152824	1279	2883
152834	1249	2811
152866	6989	17264
152867	3975	9363
152886	496	1314
152903	3189	7377
153211	1684	3899
153937	566	1333
154137	2999	6887
154140	1511	3605
154233	4450	10779
154234	1045	2358
154239	840	1983
154294	2354	5154
154516	2584	6065
154562	286	655
154580	1302	2819
154596	3776	8703
154597	11135	28100
154913	4929	11896
155015	3241	7583
155329	5649	13842
155684	1151	2498
155901	7153	16180
155931	1384	3087
155933	721	1493
155934	10050	32700
156257	741	1745
156388	1111	2502
156521	1339	3150
156532	1849	4540
156533	3970	9674
156534	3411	7912
156552	9501	25829
156585	2731	7093
156741	4148	10346
156774	10063	29058
156824	564	1382
156826	3953	9043
156947	1963	4878
157204	1055	2758
157264	820	2058
157529	1704	3499
157646	2247	6490
157664	4545	11712
157682	2588	6329
157733	8711	24450
158366	948	2020
158375	169	297
