121575	205515038	-75.596155864	37.875503581
121577	6454541641	-75.5396755789999	37.988670013
121578	205530252	-75.702765621	37.706035582
121582	205619260	-75.65477556	37.7812355670001
121583	205512330	-75.659974088	37.7461566010001
121584	6991438960	-75.655768391	37.741891814
121587	205639737	-75.7908345289999	37.548461859
139355	205238598	-75.5981117809999	37.8757819780001
139356	205652054	-75.50629508	37.927768755
144353	205635571	-75.5021051689999	37.9348023370001
147947	6981959756	-75.5704357939999	37.943340666
147948	205558072	-75.5217257589999	37.8809803070001
147966	205228413	-75.7914746	37.5486313590001
156257	205507632	-75.678621659	37.752666536
156947	205208950	-75.720179516	37.7453651120001
121444	205880680	-78.698540228	38.0847103890001
121445	206082881	-78.5305115749999	38.0716345370001
121544	6583059928	-78.502179175	37.7952504510001
121545	205770751	-78.404605117	37.96847246
121546	205853424	-78.263454102	38.1038399770001
121549	206043224	-78.411458173	38.170819346
140468	205539683	-78.7093333999999	38.024907978
140469	8487752596	-78.6982913909999	38.085100502
140470	206027643	-78.6984340389999	38.0852709980001
140472	205718427	-78.530347308	38.0713635560001
140498	8499121468	-78.325263203	38.065030526
140499	8495515748	-78.416022772	38.1189256010001
146603	205773345	-78.509328637	37.7954685670001
146620	205653775	-78.626780579	37.966764246
146621	205505793	-78.525988487	38.0212616420001
146623	205798505	-78.433773194	38.12733997
147434	8484452903	-78.707159911	38.026582123
147525	205906020	-78.221549135	38.1265477530001
116838	2277886231	-77.060263081	38.7991531000001
139338	2287577267	-77.074003035	38.842549257
146171	5469469192	-77.042067856	38.8208916460001
146176	6247528116	-77.0408249879999	38.8005645440001
146199	2253683670	-77.0548479409999	38.7970780000001
146201	234661	-77.050868409	38.8402826450001
147584	2269062092	-77.1090423699999	38.818637241
155934	5470727400	-77.05197835	38.820524474
121372	205725705	-79.997894581	37.8006557740001
146407	205583152	-79.8919913939999	37.776528516
146411	205597201	-79.8241048959999	37.8124017750001
146415	205585724	-79.8769032439999	37.787330481
147344	205688577	-80.0080439339999	37.7801362540001
147349	205810298	-79.961250932	37.768170621
116250	205997271	-77.959535108	37.4541362160001
116252	205894825	-77.98641191	37.2950617750001
148032	205882436	-78.111641966	37.280602516
121380	206419409	-79.123681011	37.490091427
121389	207333908	-79.3708943729999	37.573580823
