hid,longitude,latitude,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
511410302002700,-80.51014,36.589584,150.0,150.0,150.0,150.0,150.0,150.0,1083.75,150.0,516.97,150.0,150.0,150.0,319.15999999999997,399.99,399.99,230.9,533.97,280.87,394.3,229.17000000000002,150.07,399.99,483.41,150.0
511410302002701,-80.31053,36.712944,5.29,14.38,23.69,30.78,37.65,69.15,47.43,25.71,4.21,2206.38,1436.72,1473.4099999999999,923.0,1673.0,1973.5,923.0,1152.16,1307.04,1384.5,1422.0,1073.07,923.0,923.0,923.0
511410302002702,-80.51855,36.556435,923.0,923.0,923.0,2.86,9.51,40.56,20.39,700.01,2323.06,2723.3900000000003,923.5,923.0,923.0,1605.33,1634.49,1413.74,1384.5,1384.5,1384.5,1384.5,1759.49,4358.12,7847.81,923.0
511410302002703,-80.305275,36.594643,150.0,150.0,150.0,150.0,150.0,425.0,241.97,150.0,150.0,150.0,150.0,150.0,275.07,150.0,150.0,150.0,533.97,466.73,721.28,399.99,399.99,399.99,358.47,150.0
511410302002708,-80.41026,36.584408,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3814.76,3940.15,3239.82,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,8517.99,8432.279999999999,3364.74,3273.15,3114.75,3114.75
511410302002709,-80.41011,36.69077,2076.5,2076.5,2076.5,2076.5,2076.5,159.98,50.51,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3364.74,4751.96,3406.8,3281.93,3364.74,3114.75
511410302002704,-80.52277,36.594229999999996,923.0,923.0,923.0,2.86,9.51,82.23,20.46,125.07,1253.3,923.0,923.0,1172.99,1173.06,2026.65,1884.49,1609.63,1634.49,1409.57,2803.51,1538.66,1884.49,1339.74,1235.6399999999999,923.0
511410302002705,-80.388176,36.603664,923.0,923.0,923.0,3.52,10.61,42.33,209.0,63.23,923.0,923.0,923.0,923.0,923.0,923.0,1384.5,1384.5,1384.5,2458.49,1384.5,7063.71,7680.13,1172.99,923.07,923.0
511410302002706,-80.40938,36.62223,923.0,923.0,923.0,3.52,10.61,42.33,21.5,0.66,923.0,1223.0,2423.5,923.0,923.0,923.0,1384.5,1384.5,1384.5,1384.5,1717.83,1884.49,1384.64,923.0,923.0,923.0
511410302002707,-80.30067,36.61115,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,495.3,399.99,399.99,150.07,150.0,150.0,275.0,275.07,150.0,150.0,725.0,288.14,400.06,150.07,150.0
511410302002711,-80.44578,36.61975,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2222.33,2374.9,4124.25,3364.74,3364.74,3274.05,3114.75,3198.08,3364.74,3364.74,4914.82,3173.58,4048.8,6639.860000000001,9576.42,3281.41,3239.82,3114.75
511410302002712,-80.42930600000001,36.582214,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2388.4700000000003,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3239.75,3614.74,3364.81,3114.82,3114.75
