hid,longitude,latitude,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
51145500400567,-77.99448000000001,37.578377,923.0,923.0,923.0,8.18,19.48,55.41,34.57,13.52,923.0,923.0,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,2535.16,1467.83,1551.23,3084.52,9211.33,2451.56,923.0
51145500400566,-77.95478,37.58062,923.0,923.0,923.0,8.18,19.48,55.41,34.57,13.52,923.0,1198.31,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,2401.17,1718.47,1780.3600000000001,1422.99,923.0
51145500400569,-78.0182,37.57905,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2260.14,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,4648.12,4057.05,4394.41,3198.15,3364.74,3114.82,3114.75
51145500400568,-77.993286,37.57816,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6236.66,7080.92,6243.14,6294.99,6365.99,6007.57,6007.5,6007.5
51145500400574,-78.0644,37.582229999999996,923.0,923.0,923.0,5.96,16.82,52.52,31.47,10.64,923.0,985.5,1110.57,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,923.0,923.0
51145500400573,-78.06482,37.582553999999995,3114.75,2076.5,2076.5,2076.5,2076.5,2643.17,9096.55,5171.74,3476.63,3255.14,3114.75,3114.75,3114.75,3315.17,3114.75,3114.75,4073.1,3268.72,3156.42,3323.15,3139.75,3214.82,3114.75,3114.75
51145500400576,-77.95272,37.586826,8156.25,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5621.14,5437.5,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,9689.619999999999,9098.55,9435.91,8239.65,8406.24,8177.15,8156.25
51145500400575,-77.95244,37.587154,3114.75,3114.75,3114.75,3114.75,3114.75,2076.5,2097.37,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75
51145500400570,-78.013664,37.579605,923.0,923.0,923.0,5.96,16.82,52.52,306.78,10.64,923.0,923.0,923.0,1759.5,1384.92,1384.5,1384.5,1384.5,1384.5,1960.1399999999999,1384.5,1530.33,1613.73,1447.07,1048.07,923.0
51145500400572,-78.01688399999999,37.580048,923.0,923.0,923.0,5.96,16.82,52.52,31.47,10.64,923.0,923.0,923.0,1384.5,1384.5,1384.5,1499.12,1895.3600000000001,2434.5,7574.9,5806.4,1488.66,1634.49,1738.66,1381.3899999999999,923.0
51145500400571,-78.00961,37.580124,923.0,923.0,923.0,5.96,16.82,52.52,31.47,260.63,1048.14,923.0,1802.1799999999998,1914.12,2284.5,5935.04,8388.25,1509.57,2193.48,1634.49,1509.57,1384.5,1384.5,1634.49,923.07,923.0
51145500400559,-77.94846,37.579547999999996,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2276.5,3621.7200000000003,4284.86,3595.13,3364.74,3364.74,3364.74,3323.15,3239.82,3114.75,3114.75,3710.58,3365.38,4464.82,3565.25,3114.75
51145500400556,-77.9529,37.577217,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4036.28,6007.5,6007.5,6007.5,6007.5,6038.78,6007.5,6007.5,6028.37,6247.5,7817.99,6007.57,6257.49,6257.49,6382.58,6007.5
51145500400555,-77.95068,37.57845,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,5541.98,11705.24,9069.42,6007.5,6007.5,6382.92,6007.5,6007.5,6007.5,6038.75,6132.5,6007.53,6257.49,6278.33,6507.56,6257.56,6007.5
51145500400558,-78.0101,37.58008,923.0,923.0,923.0,5.96,16.82,52.52,31.47,10.64,1131.33,923.07,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1530.33,1634.49,1172.99,923.0
51145500400557,-78.061775,37.57837,923.0,923.0,923.0,5.96,16.82,52.52,31.47,10.64,923.0,923.0,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,2535.16,1384.5,3154.5,1598.33,1884.49,1114.8,923.0
51145500400563,-77.96115,37.579437,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,12240.64,9761.17,6007.5,6007.5,6707.57,6258.13,6195.07,6132.5,6007.5
51145500400562,-77.95186,37.579285,923.0,923.0,923.0,8.18,19.48,55.41,34.57,13.52,923.0,923.0,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,2343.49,1384.5,1384.5,1384.5,1384.5,1384.5,923.0,923.0
51145500400565,-77.961624,37.577957,3114.75,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2548.4700000000003,3581.8,3114.75,3114.75,3114.75,3865.17,3114.75,3114.75,3114.75,3114.75,3114.75,3364.74,3427.24,3614.74,3489.84,3114.75
51145500400564,-77.95451,37.580234999999995,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4280.31,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,8614.2,12877.24,7105.61,6132.57,6007.5,6007.5,7587.32,7457.99,6195.07,6132.57,6007.5
51145500400561,-77.96715,37.578003,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4238.33,7407.5599999999995,6217.89,6007.5,6007.5,6007.5,6337.5,6427.91,6007.5,6257.49,6257.49,6257.49,6007.57,6007.5,6007.5,6007.5
51145500400560,-77.957985,37.581905,2076.5,2076.5,2076.5,2076.5,2076.5,2201.57,2260.14,2076.5,2076.5,3114.75,3239.75,3114.82,3261.0,3364.74,3343.98,3114.75,3306.42,3773.7200000000003,3364.81,3302.39,3427.4,3114.75,3114.75,3114.75
51145500400589,-77.99615,37.582577,923.0,923.0,923.0,8.18,19.48,55.41,126.53999999999999,13.52,923.0,923.0,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1447.0,4378.32,2701.76,1760.13,1717.91,923.07,923.0
51145500400588,-77.99736,37.585674,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4096.97,4005.0,6007.5,6007.5,7407.5599999999995,6287.89,6232.92,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5
51145500400596,-78.058044,37.585667,3114.75,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3814.76,3869.31,3310.65,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3302.25,3114.75
51145500400595,-78.05463,37.586178000000004,8156.25,5687.49,5687.49,5437.57,5437.5,5437.5,5437.5,5584.47,5437.5,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8731.89,8156.25,8156.25,8156.25,8322.98,9956.25,8156.75,8156.25
51145500400598,-78.03624,37.585583,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3281.41,3198.15,3141.42,3413.79,3114.75
51145500400597,-78.0397,37.58737,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3239.75,3364.74,3114.82,3114.75
51145500400592,-78.09391,37.599194,3114.75,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2178.0,3775.5,3298.39,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,4588.1,10051.99,5036.65,3531.49,3614.74,3364.81,3114.75
51145500400591,-78.015465,37.58034,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3238.98,3240.58,3114.75,3114.75,3114.75,3114.75,3302.25,4028.0299999999997,4164.75,3865.25,3114.75,3114.75,3114.75
51145500400594,-78.05974599999999,37.586594,3114.75,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2343.4700000000003,2097.4,6551.45,10124.880000000001,3229.97,3114.75,3114.75,3114.75,3114.75,3114.75,3218.91,3260.65,3218.91,3364.74,3239.82,3260.65,3114.75
51145500400593,-77.95263,37.590538,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4067.5,4242.57,4201.21,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6199.8,6007.5,6007.5,6007.5,6007.5
51145500400590,-78.01595,37.584007,3114.75,3114.75,3114.75,3114.75,3114.75,2076.5,2076.5,2324.75,2326.49,3114.82,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3965.4,3364.74,3239.82,3114.75
51145500400578,-77.9522,37.583897,3114.75,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3343.91,3364.74,3114.75
51145500400577,-77.95696,37.585594,6007.5,4005.0,4005.0,4005.0,4005.0,4705.01,4472.05,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,7157.52,7358.14,6583.0,6070.03,6007.5,6007.5
51145500400579,-77.953575,37.584328,3114.75,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3323.08,3510.67,3468.91,3489.84,3239.82,3260.65,3114.75
51145500400585,-77.99595,37.581084999999995,3114.75,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3210.58,3364.74,3364.74,9914.560000000001,3114.75
51145500400584,-77.96739000000001,37.58266,3239.82,2076.5,2076.5,2076.5,2076.5,2260.14,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3239.82,3114.75,3581.8,3114.75,3302.25,3302.32,3114.75
51145500400587,-78.00229,37.58028,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3690.39,3114.75,3114.75,3193.92,3160.65,3114.75,3114.75
51145500400586,-78.00284599999999,37.580677,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4353.64,4005.0,4005.0,6007.5,6007.5,6007.5,6278.79,6111.66,6132.5,6132.5,6070.03,6105.03,7524.84,7839.73,6832.9,6299.31,6007.5,6007.5
51145500400581,-78.01889,37.580616,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3581.41,4815.17,3648.7200000000003,4911.08,3364.74,3443.91,3160.72,3114.75,3114.75
