hid,longitude,latitude,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
511752001001743,-76.891396,36.82312,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,4267.23,3252.0699999999997,3114.75,3114.75,3739.75,3240.17,6854.8,9236.46,3114.75,3114.75,3114.75,4079.55,3614.74,3239.89,3573.2200000000003,3239.89,3114.75
511752001001742,-76.99313000000001,36.887363,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3193.4700000000003,3127.0,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3364.74,3939.75,3557.05,3364.74,3156.56,9347.89,6889.32,3114.75,2076.5
511752001001741,-77.02526999999999,36.858307,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2201.5,2326.49,3239.82,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3801.2200000000003,3427.24,3689.74,3802.35,3114.89,3114.75
511752001001740,-77.04524,36.778248,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6132.5,6261.66,6507.49,6299.38,6070.0,6195.07,6007.5
511752001001747,-77.1769,36.82501,6007.5,4005.0,4005.0,4005.0,4005.0,4280.31,4005.0,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6666.47,6257.49,6132.57,6007.5
511752001001746,-76.91178000000001,36.867836,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,10867.310000000001,7066.92,6374.47,6007.5,6007.5,6007.5,6007.5,6007.5,6122.12,6518.36,7057.5,7524.68,6008.14,6111.66,6257.49,6413.82,6268.02,6007.5
511752001001745,-77.13843,36.825047,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6174.16,6257.49,6257.49,6257.49,6070.07,6226.32,6132.5,6007.53,6195.0,6257.49,6007.5
511752001001744,-76.82746999999999,36.9039,8156.25,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5604.16,8406.24,9043.83,14719.46,12601.51,8281.32,8156.25,8156.25,8156.25,8197.92,8239.65,9131.89,8614.65,8427.22,9227.22,8156.25
511752001001749,-76.977806,36.920383,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6132.5,7407.52,6458.21,7358.0,6007.5,6007.5
511752001001748,-76.949524,36.771378000000006,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6774.18,7366.48,7970.49,8145.09,13161.49,7369.47,6007.5
511752004001221,-76.97323,36.747402,3114.75,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,4248.09,9956.16,5293.32,3323.15,4698.72,4006.91,3219.05,3114.75,3114.75,3114.75
511752004002553,-76.99817,36.663162,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2284.83,2201.57,2076.5,3506.7200000000003,8885.52,8073.72,3364.74,3906.82,3614.74,3364.81,3752.96,3364.74,3114.82,3135.58,4735.65,3711.19,3223.08,3114.75
511752004001220,-76.96896,36.740868,7710.56,1048.0,985.53,5.07,17.71,54.96,30.8,6.65,923.0,923.0,923.0,1384.5,1478.25,1415.78,2349.5,1415.78,1384.5,1384.5,1384.5,1572.0,1956.04,1384.5,923.0,923.0
511752004002554,-76.961334,36.63325,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6082.5,6257.49,6257.49,6374.16,6382.59,6257.49,7295.64,8651.73,6875.27,6132.57,6007.5
511752004001223,-76.97719599999999,36.7533,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,5405.0599999999995,4005.39,6007.5,6007.5,6007.5,6007.5,6132.5,6132.5,6132.5,6007.53,6007.5,6007.5,6007.5,6007.5,6578.97,6132.57,6007.5,6007.5
511752004002551,-76.969536,36.71472,3114.75,3114.75,3114.75,3114.75,3114.75,2076.5,2076.5,2326.53,2201.57,3114.75,3114.75,3389.75,3340.23,3114.75,3193.92,3114.82,3114.75,3114.75,8243.95,11900.42,3702.35,3769.14,3585.65,3114.75
511752004001222,-76.97641999999999,36.75207,3114.75,2076.5,2076.5,2076.5,2076.5,2076.5,2139.0,2314.07,3310.96,3114.75,3114.75,3814.76,3115.14,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3307.05,3114.75,3114.75,3114.75,3114.75
511752004002552,-76.93486999999999,36.72168,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4088.33,4067.6,6132.57,6007.5,6007.5,6007.5,9741.29,13294.24,6174.62,6215.83,6257.49,6345.71,6111.73,6007.5,6007.5,6007.5,6132.5,6007.5
511752004002550,-77.037834,36.684986,923.0,923.0,923.0,6.85,19.48,56.73,221.03,376.94000000000005,1089.66,1172.99,2156.41,9093.52,5263.09,1759.59,1749.18,2145.36,3110.26,1384.5,1384.5,1863.67,1926.3200000000002,1842.82,1381.3899999999999,923.0
511752004001229,-77.05046999999999,36.7504,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6132.5,6174.23,6007.5
511752004001228,-77.01094,36.753067,3114.75,2076.5,2076.5,2076.5,2076.5,2076.5,2443.4700000000003,2076.5,2076.5,3114.75,3239.75,3364.74,3114.82,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3218.91,3364.74,3177.32,3114.75
511752004002559,-76.90595,36.639877,2076.5,2076.5,2076.5,2076.5,2326.49,2076.57,2159.9,2260.14,8975.880000000001,6860.92,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3302.25,3155.79,4903.84,3641.43,3935.63,3989.7799999999997,3385.7200000000003,3114.75
511752004001225,-76.978424,36.755875,923.0,923.0,923.0,3.52,16.15,53.41,30.36,7.31,923.0,1198.31,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1634.49,3404.49,1664.99,1172.99,923.0
511752004002557,-77.06755,36.715313,8156.25,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8347.92,9690.26,8218.75,8156.32,8156.25,8156.25
511752004001224,-76.97568000000001,36.75195,923.0,923.0,923.0,3.52,16.15,53.41,305.36,7.619999999999999,923.0,923.0,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,2190.15,1384.5,2991.16,1845.07,1388.7,923.0,923.0
511752004002558,-77.02241500000001,36.750465000000005,8156.25,5437.5,5437.5,5437.5,5437.5,5491.67,5445.87,5437.5,5437.5,5437.5,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,9881.94,8589.58,12638.07,16073.21,9657.79,8656.24,8718.2,8156.25
511752004001227,-76.9798,36.758774,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3882.06,3156.42,3364.74,3323.15,3114.75,3114.75,3114.75
511752004002555,-77.00256,36.77385,3114.75,3114.75,3114.75,3114.75,3114.75,2076.5,5476.54,8538.17,3126.92,2076.5,3114.75,3114.75,3114.75,3114.75,3239.75,3364.74,3364.74,3364.74,3368.91,3957.04,5369.58,3344.05,3114.75,3114.75
511752004001226,-76.980034,36.758526,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4188.64,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6391.47,6007.5,6007.5,6174.23,7807.5,6708.4,6007.5
511752004002556,-76.93760999999999,36.709663,2076.5,2076.5,2076.5,2076.5,2076.5,2351.81,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,6514.79,9576.42,4264.77,3317.05,3239.82,4914.75,3115.25,3114.75
511752001001750,-76.86981999999999,36.932594,8156.25,5437.5,5437.5,5437.5,5437.5,5437.5,7137.52,13620.880000000001,7399.9,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8540.22,8781.67,8156.25,8156.25,8156.25
511752001001754,-76.920364,36.950012,8156.25,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,8856.26,8981.65,8281.32,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,13559.49,13473.779999999999,8406.24,8314.65,8156.25,8156.25
511752001001753,-76.85681,36.980095,8156.25,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,8156.25,8156.25,8156.25,8156.25,8156.25,14955.99,11343.17,8406.24,8406.24,8406.24,8406.24,8656.24,8406.31,8218.85,8156.25
511752001001752,-77.07571999999999,36.813114,8156.25,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5712.81,5437.5,5437.5,8156.25,8343.75,8406.24,8406.24,8531.24,8531.34,8768.82,9176.12,12469.279999999999,15835.99,8884.29,8570.64,8156.32,8156.25
