hid,longitude,latitude,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
510179201003089,-79.64488,38.067783,4612.4400000000005,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4936.28,5272.47,6007.5,6007.5,6090.83,10874.65,11335.96,6007.5,6007.5,6007.5,6007.5,6132.5,6132.57,6278.33,6699.86,4504.99,4005.0
510179201003088,-79.94621,38.0076,1615.0,1615.0,1615.0,1615.0,1615.0,7.33,1981.97,1844.16,1948.41,1864.99,2939.65,2422.5,3247.51,2547.89,2547.5,2422.53,2422.5,2422.5,3830.83,3522.99,3244.0299999999997,1990.09,1864.99,1615.0
510179201003087,-79.66519,38.164978000000005,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,5314.0599999999995,12704.73,7467.42,6007.57,6007.5,6507.91,6007.5,6007.5,6007.5,6288.74,7916.51,6111.77,6653.43,6611.75,4505.06,4005.14,4005.0
510179201003082,-79.6116,38.185326,17.71,131.17,182.44,44.52,52.28,84.88,64.71,169.84,299.91,692.0,1975.38,1613.24,712.9,1216.58,1105.33,2229.5699999999997,1717.5,1842.66,1358.97,1441.99,1441.99,1233.67,942.13,19.7
510179201003081,-79.8852,38.065616999999996,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4254.99,4005.07,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6090.9,6007.5,10340.869999999999,13324.4,6486.05,6455.49,4265.45,4005.07,4005.0
510179201003080,-79.59755,38.184776,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1708.75,2453.78,2453.78,2422.5,2422.5,2422.5,2422.5,2422.5,2539.17,2672.56,2859.99,2922.49,3152.6400000000003,2128.0299999999997,1615.0
510179201003086,-79.82265500000001,38.099070000000005,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1706.97,1615.0,1615.0,2422.5,2422.5,2422.5,2422.5,2422.5,2505.9,2547.5,6880.93,10731.24,3424.7799999999997,2870.49,1708.85,1646.28,1615.0
510179201003085,-79.9515,38.057686,1615.0,1615.0,1615.0,1615.0,1615.0,7.33,1890.31,1698.4,1781.66,1864.99,4405.91,3273.38,2922.98,2547.57,2422.5,2422.5,4148.1900000000005,2422.5,2422.5,2630.83,2693.4,1990.07,1615.07,1615.0
510179201003084,-79.78426,38.070724,22.14,31.67,41.2,45.85,50.73,80.01,65.38,50.53,35.9,2693.5,1004.72,692.0,733.7,837.9,875.33,941.99,941.99,941.99,1229.8,1392.6399999999999,1171.16,1317.1599999999999,942.06,20.14
510179201003083,-79.67381,38.19832,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4280.31,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6195.0,6195.07,6582.5,7158.16,7420.0,6707.99,6257.49,4254.99,4130.07,4005.0
