hid,longitude,latitude,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
51139030200970,-78.56164,38.667152,3114.75,3114.75,3114.75,3114.75,3114.75,2076.5,2076.5,2186.81,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3237.66,3179.37,3114.75,3273.08,3239.82,3561.36,4872.91,4263.46,3114.75,3114.75
51139030200971,-78.55931,38.665729999999996,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,4914.75,3115.25,3114.75,3114.75,3335.58,3364.74,3633.98,3675.14,3114.75,3114.75,3114.75,3364.74,6299.85,9935.32,2076.5
51139030200974,-78.56067,38.668278,923.0,923.0,923.0,6.4,12.83,43.88,22.83,1.55,923.0,923.0,923.0,923.0,923.0,1384.5,2434.5299999999997,2201.57,1384.5,1572.0,1634.49,1447.07,923.0,923.0,923.0,923.0
51139030200975,-78.53442,38.66762,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,700.41,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
51139030200972,-78.46599,38.667797,923.0,923.0,923.0,923.0,923.0,15.74,1198.31,933.42,933.45,923.0,923.0,2098.42,2135.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1488.66,1530.4,923.0,923.0,923.0
51139030200973,-78.472145,38.667404,3114.75,3114.75,3114.75,3114.75,3114.75,2076.5,2076.5,2272.71,2543.16,7665.19,9009.82,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3853.79,3114.75,4837.67,3494.45,3156.49,3114.75
51139030300341,-78.45235,38.603844,0.42,9.51,18.37,23.91,29.45,59.62,38.34,17.06,923.0,923.0,923.0,923.0,923.0,923.0,923.0,923.0,923.0,923.0,2084.9,1384.5,1027.23,1172.99,1048.07,923.0
51139030200978,-78.46382,38.670513,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,6191.14,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6070.0,6795.68,6195.0,6257.49,6257.49,6007.57,6007.5
51139030300340,-78.45121999999999,38.602028000000004,0.42,9.51,18.37,23.91,29.45,59.62,221.98,17.06,923.0,923.0,923.0,923.0,923.0,923.0,923.0,923.0,923.0,1306.33,1576.8,2284.5,1823.5,923.0,923.0,923.0
51139030200979,-78.46479000000001,38.669709999999995,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,850.01,912.9,431.24,462.53,150.07,150.0
