hid,longitude,latitude,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
51125950300949,-79.02849,37.841694,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2176.57,2326.49,2314.06,3454.75,9914.49,5836.67,3114.75,3218.91,3239.75,3239.75,3177.28,3193.95,3364.74,4390.48,4085.98,3531.5,3114.82,2076.5
51125950100497,-78.76988,37.768024,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3564.75,6165.27,10164.48,4726.65,3239.89,3114.75,3114.75
51125950300948,-78.9211,37.8424,923.0,923.0,923.0,5.52,13.94,46.98,24.6,2.22,1198.31,1973.03,1110.05,923.0,2173.41,2684.99,1384.57,1384.5,1384.5,1501.16,1551.23,1634.56,1884.56,1173.06,923.07,923.0
51125950100496,-78.81667,37.766422,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2333.4700000000003,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3498.08,4815.42,7648.47,8672.380000000001,3364.74,3177.32,3114.75
51125950300947,-78.83702,37.841409999999996,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3348.08,3488.4700000000003,3114.75,3114.75,3114.75,3114.75,3444.75,3535.16,3114.75,3364.74,3364.74,3364.74,4652.32,3815.24,3239.82,3114.75
51125950100499,-78.71670999999999,37.767418,923.0,923.0,923.0,5.96,16.15,50.97,30.36,9.75,923.0,923.0,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1509.5,1634.49,1634.49,923.07,923.0
51125950300946,-79.14253000000001,37.842209999999994,150.0,150.0,150.0,150.0,150.0,150.0,150.0,160.45,150.0,150.0,150.0,196.67000000000002,1512.11,399.99,399.99,150.07,150.0,1466.69,515.63,399.99,649.99,649.99,525.0899999999999,150.0
51125950100498,-78.76708,37.76907,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,4814.77,10143.65,4726.65,3114.75
51125950300945,-79.1448,37.84243,280.33,289.86,49.47,57.6,66.02,99.06,76.9,54.74,32.58,4323.04,7384.67,923.0,923.0,923.0,923.0,923.0,923.0,923.0,1384.5,923.0,923.0,1081.33,1422.99,17.04
51125950100493,-78.69989,37.76554,923.0,923.0,923.0,5.96,16.15,50.97,30.36,9.75,923.0,923.0,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1576.17,1960.1399999999999,1530.4,1384.5,923.0,923.0
