hid,longitude,latitude,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
516708204004,-77.32542,37.2674,923.0,923.0,923.0,3.52,15.93,328.5,31.91,10.42,923.0,923.0,1623.42,2735.0,1384.5,1405.33,1634.49,1572.07,1384.5,1384.5,1384.5,1592.83,1551.3,1384.5,923.0,923.0
516708204003,-77.325035,37.267826,923.0,923.0,923.0,3.52,15.93,53.19,31.91,194.05999999999997,1103.0,2543.5,923.0,1384.5,1384.5,1384.5,1384.5,1594.5,2738.2799999999997,1384.5,1384.5,1384.5,1492.83,1634.49,985.57,923.0
516708204002,-77.32538000000001,37.268177,1172.99,1048.07,923.0,3.52,15.93,53.19,31.91,10.42,923.0,1172.99,1048.07,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,923.0,923.0
516708204001,-77.3266,37.269417,923.0,923.0,923.0,3.52,15.93,53.19,31.91,10.42,923.0,923.0,1670.0700000000002,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,923.0,923.0
516708204008,-77.32616999999999,37.269196,150.0,150.0,150.0,150.0,150.0,150.0,150.0,260.31,150.0,150.0,150.0,150.0,150.0,150.0,272.90999999999997,214.62,150.0,308.33000000000004,275.07,596.61,379.15999999999997,980.54,150.0,150.0
516708204007,-77.325615,37.268085,3114.75,3114.75,3114.75,3114.75,3114.75,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,4527.25,3815.24,3364.74,4840.51,3343.91,3364.81,3364.81,3364.74,3114.82,3114.75
516708204006,-77.325424,37.26835,923.0,923.0,923.0,3.52,15.93,53.19,31.91,10.42,1468.3,1390.05,923.0,1384.5,1384.5,2134.92,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1447.0,1634.49,1048.07,923.0
516708204005,-77.32683,37.268917,923.0,923.0,923.0,3.52,15.93,53.19,31.91,10.42,923.0,923.0,923.0,1384.5,5534.96,7846.17,1384.5,1384.5,1384.5,2955.16,2364.92,1384.5,1384.5,1384.5,923.0,923.0
516708204009,-77.32595,37.26858,923.0,923.0,923.0,3.52,15.93,53.19,31.91,10.42,923.0,923.0,923.0,1759.92,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1509.5,1634.49,1634.56,1048.07,923.0
516708206002093,-77.30566400000001,37.279907,923.0,923.0,923.0,3.52,15.93,53.19,31.91,260.72,1172.99,1172.99,923.07,1384.5,2084.51,2784.56,1384.89,4784.54,7846.17,1634.49,1884.49,2576.3,2784.99,1634.63,923.0,923.0
516708206002092,-77.30579,37.279742999999996,8156.25,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,5437.5,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8156.25,8665.22,8406.24,8406.24,8385.48,8406.24,8156.25
516708206002091,-77.3059,37.28003,6007.5,4005.0,4005.0,4005.0,4005.0,4088.33,4697.11,6314.68,4775.46,6007.5,6007.5,12807.24,9069.42,6007.5,6007.5,6007.5,6007.5,6583.14,6007.5,6007.5,6090.83,6257.56,6007.57,6007.5
516708206002090,-77.30587,37.279076,923.0,923.0,923.0,3.52,15.93,53.19,31.91,10.42,923.0,4323.04,7384.67,2084.51,2598.27,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,1509.5,1634.49,1509.57,923.0,923.0
516708206002097,-77.304565,37.280334,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3364.74,3427.24,3302.39,3114.75,3114.75,3114.75,3177.25,4515.48,4952.82,3364.74,3114.82,3114.75
516708206002096,-77.30447,37.280045,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4113.4,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,10200.869999999999,11675.93,6007.5,6007.5,6007.5,6007.5,7661.5,6466.57,6007.5,6007.5
516708206002095,-77.30538,37.279713,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,2076.5,6186.12,10161.71,4514.8099999999995,3729.3,3364.74,3193.99,3114.75,3114.75,3114.75,3114.75,3114.75,3189.75,3364.74,3302.32,3114.75
516708206002094,-77.30527,37.280014,923.0,923.0,923.0,3.52,15.93,53.19,31.91,10.42,923.0,923.0,923.0,1384.5,1384.5,1384.5,1613.66,1405.4,1488.66,2360.21,1634.49,1634.49,1634.49,1509.57,923.0,923.0
516708206002099,-77.30425,37.28045,2076.5,2076.5,2076.5,2076.5,5476.54,8905.14,2076.5,2076.5,2076.5,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3114.75,3652.05,3114.75,3114.75,3114.75,3114.75
516708206002098,-77.30445999999999,37.280437,6007.5,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6007.5,6583.14,7536.5,6341.53,6007.5,6007.5
51670820300519,-77.29720999999999,37.300907,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,733.33,1071.24,1070.72,150.0,150.0,275.0,399.99,275.07,150.0
51670820300518,-77.2979,37.300823,923.0,923.0,923.0,3.52,15.93,53.19,31.91,139.05999999999997,923.0,923.0,923.0,1384.5,1384.5,1384.5,1384.5,1384.5,1384.5,2726.2,1914.3,1634.49,1634.49,1634.49,923.07,923.0
