1,-87.356823,33.458665,6.9
2,-88.0103,31.0069,22.0
3,-86.283056,32.583889,13.8
4,-85.9708,34.0128,13.8
5,-87.196486,33.644344,22.0
6,-106.375,31.7569,6.9
7,-87.7811,32.6017,22.0
8,-86.0524,33.7845,6.9
9,-87.4495,33.2553,6.9
10,-86.2548,32.6189,13.8
11,-86.337547,33.425878,13.8
12,-86.5187,32.9633,13.8
13,-85.911442,32.680394,13.8
14,-86.444892,32.806025,13.8
15,-87.1077,33.9406,13.8
16,-85.887614,32.535436,6.9
17,-85.753806,34.172142,6.9
18,-85.8901,32.5743,6.9
19,-86.458056,33.244211,22.0
20,-94.4178,44.0501,6.9
21,-120.953341,39.134259,6.9
22,-87.399767,32.100881,6.9
23,-87.1189,34.7042,22.0
24,-87.8486,34.7439,13.8
25,-86.393931,34.421272,13.8
26,-87.3819,34.8069,13.8
27,-93.569167,32.030556,22.0
28,-86.479469,31.4033,6.9
29,-84.1017,37.8833,22.0
30,-86.518307,31.361146,6.9
31,-87.910747,31.488019,22.0
32,-98.348222,40.854765,13.8
33,-98.312437,40.580872,13.8
42,-118.4168,34.01135,6.9
49,-108.082,35.4159,13.8
57,-122.365,47.079722,13.8
58,-111.781064,33.466477,4.16
59,-119.2567,37.147926,13.8
60,-100.9725,37.9308,13.8
62,-110.3033,34.9394,22.0
64,-111.9122,33.4225,13.8
65,-112.1583,33.4417,22.0
66,-111.3,32.5517,13.8
67,-114.7106,32.7214,13.8
68,-110.992148,32.252273,6.9
69,-110.9047,32.16,13.8
70,-99.1753,34.0825,22.0
71,-80.113235,33.371506,22.0
72,-81.632778,29.733056,22.0
73,-112.2153,33.5561,22.0
74,-111.946052,33.439375,6.9
75,-111.344,33.5907,13.8
76,-111.9353,33.3556,22.0
77,-111.4431,33.5536,6.9
78,-111.161786,33.671104,6.9
79,-111.536,33.5661,6.9
80,-120.93139,37.62936,13.8
81,-114.570669,35.197044,13.8
82,-111.483872,36.936614,22.0
83,-114.738006,36.01551,22.0
84,-111.312506,40.493631,4.16
85,-109.8931,32.0603,22.0
86,-120.594678,37.611461,6.9
87,-120.746247,37.621536,4.16
88,-95.2894,36.190278,22.0
89,-93.0262,34.4425,6.9
90,-92.9049,34.4341,22.0
91,-89.994,35.6893,6.9
92,-92.8941,34.4272,6.9
94,-93.847373,36.421507,13.8
95,-93.110963,34.211913,6.9
96,-91.9953,35.5207,6.9
97,-90.1867,36.3858,6.9
98,-93.715168,34.148427,6.9
99,-92.2401,36.2491,6.9
100,-93.194425,34.570984,6.9
101,-92.5763,36.3635,13.8
102,-93.1686,35.2503,13.8
103,-93.804926,35.462382,13.8
104,-91.363426,35.260102,13.8
105,-92.7917,33.5648,13.8
106,-88.8339,40.1719,22.0
