122525178,-80.4172004359,37.2291609583
121464600,-80.4104720695,37.2358879305
3014680,-80.411924,37.202051
121464601,-80.4223919527,37.2424307996
121255105,-80.3888986733,37.2103540583
13762662,-80.400093,37.195074
121255106,-80.4314879178,37.2424466906
121255107,-80.4054995269,37.2243357194
122525183,-80.4269612917,37.1295691548
122525185,-80.4088760526,37.2233753177
8913117,-80.399578,37.211328
122525188,-80.4152503535,37.2969779243
9306441,-80.420006,37.236656
6291790,-80.385658,37.134275
121464611,-80.5053492235,37.0908611681
2228655,-80.388451,37.13357
13763024,-80.410473,37.220257
11928028,-80.423829,37.165922
9699812,-80.345788,37.025075
4981221,-80.414794,37.230095
7078419,-80.394954,37.196403
6816291,-80.476467,37.108314
6685227,-80.399891,37.210837
122525197,-80.4222001248,37.2448144471
13500991,-80.211372,37.228375
13238872,-80.451206,37.163452
122525198,-80.4220692651,37.2442669731
121464620,-80.4015035623,37.2246997679
4981371,-80.415484,37.230842
11403922,-80.427948,37.163855
5374671,-80.423168,37.162417
121464624,-80.3924360624,37.2182741791
122525203,-80.4153917664,37.2212779999
7734015,-80.4644,37.1648
121255129,-80.3978612031,37.1815300951
3277618,-80.434449,37.127215
5243755,-80.4138,37.2294
121255132,-80.4294779272,37.1478375854
11928460,-80.5048,37.0947
121255133,-80.3926490753,37.195030996
121464631,-80.4132920382,37.2381693472
3933124,-80.295138,37.229284
121464632,-80.4120551897,37.2366852238
6247937,-80.446773,37.063486
121464634,-80.5034211957,37.0891766767
8441017,-80.414886,37.228854
121464635,-80.4140043536,37.2417251928
10617918,-80.424859,37.127669
121464636,-80.4163403407,37.2402147514
13370447,-80.384638,37.128822
121255140,-80.4368001228,37.2438793412
3671170,-80.44121,37.06016
121464638,-80.4171669293,37.2388519938
4588726,-80.455927,37.112605
121255144,-80.4080234656,37.2261432616
121464641,-80.4103770797,37.2359829203
121464642,-80.4121212626,37.2385760782
4982020,-80.405398,37.203075
3757895,-80.405424,37.130572
3147054,-80.409836,37.204868
121464644,-80.4142311764,37.2381215944
11535693,-80.589955,37.22025
121464647,-80.3994806864,37.2195357698
4457892,-80.431434,37.246019
12322215,-80.413414,37.231057
6686153,-80.411067,37.257051
121464649,-80.4048014731,37.22609019
123179155,-80.4224231571,37.2440033725
12977668,-80.417566,37.254435
121464651,-80.4103423005,37.2360667359
7734837,-80.398797,37.205704
121464654,-80.413225259,37.236266395
4458100,-80.471348,37.125882
9176728,-80.399891,37.210837
5506726,-80.40641,37.241196
121464657,-80.3893803156,37.2198563597
4196053,-80.396706,37.119924
123178610,-80.3937599515,37.2758002511
9570032,-80.415716,37.254849
13240049,-80.397589,37.194379
8259333,-80.432363,37.23158
12322586,-80.445913,37.235867
8783647,-80.404714,37.141165
122527012,-80.3872858096,37.2075639732
9439031,-80.403875,37.142362
10618688,-80.4278,37.1523
8783743,-80.416595,37.144276
2623360,-80.426581,37.115343
7735195,-80.4182,37.1569
13371315,-80.26297,37.128297
2492353,-80.43088,37.127359
121464696,-80.4502961173,37.0882371434
120018601,-80.4165805284,37.2529456619
3934201,-80.403662,37.217403
123179924,-80.3923173863,37.1303775924
120018607,-80.4210760254,37.1207564044
11405354,-80.429193,37.166622
7211090,-80.407393,37.187603
120018620,-80.4031300223,37.1797425186
8521844,-80.427948,37.163855
6555768,-80.416463,37.117911
120018624,-80.4200931095,37.2484473224
120018625,-80.420115541,37.2886603908
120018637,-80.4328097104,37.1244102973
4589794,-80.418127,37.233236
3934436,-80.41053,37.154959
120018643,-80.5222310149,37.1727483089
120020383,-80.4267388381,37.2409847701
120018647,-80.4528088325,37.2146876992
8653119,-80.413479,37.262016
6031689,-80.406483,37.218125
120018661,-80.3665808215,37.2284969748
13240693,-80.4213,37.1696
9308622,-80.407916,37.139253
121464684,-80.5518158,37.2496471
7473645,-80.534069,37.219602
120018685,-80.4214431686,37.197630666
9177597,-80.4181,37.255434
122006621,-80.430724196,37.239324844
