HID,Longitude,Latitude
51121020900347,-80.3630522287177,37.1122410417462
511210203001806,-80.4228931560515,37.2757040563672
511210203001805,-80.4231217144648,37.275513365559995
51121020900330,-80.33185145762391,37.114273746704704
511210203001807,-80.4237450520784,37.2756005727208
51121020900346,-80.3607349863387,37.11621089626029
51121021300403,-80.40251615734779,37.2915357413476
51121021300402,-80.282182475217,37.2959250849515
51121020900345,-80.36279763150041,37.1134306579937
51121020900340,-80.36171463111671,37.1150041493854
511210207001187,-80.39068274377291,37.1958855735866
51121020900336,-80.331744178546,37.1137868710566
51121020900344,-80.3602189555144,37.1160815009153
51121021300401,-80.4630897240092,37.288581106724294
511210203001803,-80.42165803210929,37.2759472193548
51121020900341,-80.36281982227791,37.1136655042114
51121020900349,-80.3611264704458,37.1150858535844
511210203001809,-80.42509254596949,37.2754678690975
511210207001189,-80.3921920302253,37.199520223159794
511210207001188,-80.3922492757966,37.19748685866929
511210203001804,-80.4220751043306,37.2754124965224
511210207001186,-80.39216256710979,37.1994375750741
511210207001185,-80.391796933519,37.1989852526532
511210207001169,-80.4034451429424,37.196409627174894
51121020900348,-80.3616544895733,37.1145442791604
51121020900342,-80.3641171438159,37.11246761628821
511210207001184,-80.3919500581342,37.1981771245847
511210203001802,-80.42100701723871,37.2758522066622
51121020900343,-80.3608280940325,37.1156909650939
51121020900331,-80.33517150543808,37.1169384526381
511210203001819,-80.4246876371947,37.2773653108551
511210207001183,-80.3917808715416,37.1983787873026
51121020900332,-80.3329428096171,37.1154324491013
511210207001181,-80.39221717325029,37.1974010553357
511210203001808,-80.4237365080988,37.275659190348
511210207001182,-80.3920024831923,37.1970589754532
511210207001180,-80.39185015154159,37.1983532093118
511210203001800,-80.42709500281809,37.2772863553159
511210203001801,-80.42082620455959,37.2754553984725
51121021300400,-80.46025795106699,37.286815294834206
51121020900339,-80.36161152905942,37.114874245778296
511210203001812,-80.4283149412961,37.275132103146795
511210207001174,-80.4007513721849,37.1975162126719
51121020900338,-80.36294336112991,37.112679869846794
511210203001811,-80.4264282299367,37.2755373335933
511210203001814,-80.4311351151162,37.2754388942521
51121020900337,-80.331647756149,37.1141907781226
511210203001813,-80.4287351742179,37.2751293706577
511210207001173,-80.4052526803079,37.1971742984637
51121020900363,-80.3907418340912,37.1145530569022
51121020900368,-80.38080460860841,37.1136836208557
511210203001815,-80.43217200616941,37.276151193491295
51121020900364,-80.3798749866226,37.1140221909461
51121020900369,-80.381191940412,37.113437638305896
511210207001170,-80.4029696340891,37.1963480841058
51121020900333,-80.3317359770371,37.11383560461329
511210207001179,-80.3991367778855,37.1976006741452
51121020900365,-80.3797943387101,37.1160296229665
51121020900335,-80.3322017821247,37.114530109872
511210203001818,-80.4392888628441,37.2776998196166
51121020900362,-80.39313712202109,37.114376494341705
511210203001821,-80.4261216917029,37.277364430671895
51121020900366,-80.38092849575509,37.1134047678049
51121020900361,-80.3929831141888,37.1144716154639
511210207001171,-80.404312728802,37.1973815059188
511210207001159,-80.4002914751853,37.1967446950435
51121020900367,-80.3806022388792,37.1136336701883
511210204001693,-80.42737266928191,37.249279064323204
51121020900360,-80.39162227140021,37.1147577634546
511210204001690,-80.4170073012803,37.2490386546168
511210204001692,-80.4277119613048,37.2495684754868
51121020900358,-80.3922795837638,37.1148103600299
511210207001178,-80.40053413175421,37.197467340014796
51121020900354,-80.36624500649259,37.114494606459395
511210207001162,-80.3696389952277,37.1966461003083
51121020900357,-80.3917970718082,37.1141346444411
511210204001699,-80.423093887414,37.247208489252
51121020900351,-80.373821695145,37.1141141418987
51121020900352,-80.374602177239,37.1145643178364
511210203001816,-80.4323802093126,37.2769437586178
51121020900355,-80.3658210803088,37.114231440444705
51121020900359,-80.39295721429541,37.11435591414679
511210204001697,-80.4235415285268,37.2475249335192
51121020900356,-80.3652877939678,37.1147985676254
511210207001177,-80.3998222743971,37.1982176748535
511210207001158,-80.40004382325509,37.1967763504145
511210204001689,-80.4165248712552,37.248510877490894
51121020900350,-80.36092410196551,37.1153321038749
511210207001163,-80.3691679674822,37.1964626746188
51121020900334,-80.3314601999076,37.1137374305714
511210207001136,-80.3982283957851,37.1979633018034
511210204001691,-80.4168682932676,37.2489805380565
51121020900353,-80.37390961102192,37.1138368323659
511210207001160,-80.40087366614459,37.197275227613
511210207001175,-80.3988150187311,37.1969646820169
511210204001695,-80.42752932671141,37.2496612475841
511210203001820,-80.4258275950407,37.277438938385004
511210207001176,-80.3992078363651,37.1970571189539
511210207001172,-80.4044363818221,37.197453700472295
511210207001161,-80.368699447496,37.1963655984586
511210203001846,-80.4384337940473,37.2783161033706
511210207001156,-80.3655638922851,37.197098088615206
51121020900303,-80.3917254888959,37.112601449875704
51121020900307,-80.38296969323991,37.1121286870236
51121020900301,-80.3369012383812,37.1134439343375
511210207001147,-80.40162526882149,37.1995805546023
51121021300436,-80.3322132580975,37.2928417232006
511210207001168,-80.4032467139716,37.1968677186997
511210207001154,-80.3903435156669,37.199086193862904
511210204001698,-80.42442963581559,37.2469535478675
51121020900304,-80.3910264263332,37.113133919595
51121021300431,-80.43130643630421,37.2919040775001
511210207001152,-80.4025483592441,37.1983259285623
511210207001138,-80.3975408810493,37.1967364493591
51121021300434,-80.32922883935831,37.290422469987604
51121020900300,-80.3381037486534,37.1131981708015
511210207001148,-80.4016553707851,37.1998117661007
511210207001166,-80.3692525500179,37.1969463161594
511210207001167,-80.3688888356785,37.1964297310154
51121020900302,-80.3386665230074,37.112573637629396
511210207001165,-80.36876716387859,37.19629852704671
511210207001155,-80.3890916844867,37.1990483784549
511210204001696,-80.4245595524353,37.2473631834053
51121021300435,-80.3288830866572,37.292367302905795
51121020900306,-80.3821862999192,37.1133169273857
51121021300426,-80.3722264961287,37.292357173168604
51121021300432,-80.4294130919501,37.293347829016795
51121021300430,-80.43002693211851,37.2937282143425
511210207001164,-80.36859275102509,37.1964669420589
511210207001151,-80.40180115150959,37.1987921302879
511210207001149,-80.40191710146259,37.1989856533524
511210207001140,-80.4087211278614,37.1978541279745
511210207001153,-80.40195529855349,37.1984327576656
511210203001845,-80.437991771892,37.2783295516681
511210207001143,-80.4098578631678,37.1980223972592
511210203001850,-80.43931635425649,37.278922642435
51121020900309,-80.3867337517151,37.1137391992974
51121021300427,-80.3958858948728,37.2910678124873
511210207001145,-80.40646028780709,37.1967414692039
511210203001817,-80.43839627545671,37.2772881261958
511210207001150,-80.402309416877,37.19833543226179
511210207001142,-80.4082518206314,37.197201849458
51121020900308,-80.38288393704241,37.112699768384
511210207001139,-80.4078397815648,37.1978298732085
51121021300433,-80.41139152934541,37.2927861812976
511210203001849,-80.4399824239875,37.277895513978294
51121021300444,-80.3780866550247,37.2937845578509
51121021300446,-80.4180266800502,37.2953584116604
511210203001847,-80.43927154139759,37.2784647063164
51121021300428,-80.3994588594449,37.2920574938316
511210207001146,-80.4019788956533,37.1996973344327
511210207001137,-80.3982584767987,37.197764389500705
51121021300442,-80.3367179051292,37.29995255026721
511210207001125,-80.3942740271622,37.1968551901714
511210207001131,-80.38772184489629,37.1981984413786
511210207001141,-80.4070702328772,37.19687910457
511210203001863,-80.4435721204392,37.2594875296885
511210203001844,-80.4372491785625,37.2777722553489
51121021300441,-80.4239468959984,37.2931853243646
511210207001133,-80.3884122131852,37.1982634272483
51121021300437,-80.4224089020918,37.2923772539919
511210207001129,-80.38534550640809,37.197121749900205
51121021300447,-80.4209545953592,37.2956885905043
511210207001134,-80.3983670779885,37.1971475432722
511210203001861,-80.44325171298091,37.25901844390889
511210203001855,-80.4423179904177,37.2567545369488
51121021300429,-80.42375557771321,37.2919301202932
511210203001856,-80.4420748310942,37.2565518180163
511210203001862,-80.44401625369841,37.259434803266394
51121020900305,-80.3909838644397,37.113119110591796
511210203001852,-80.437578050465,37.2788305256421
511210207001126,-80.3943816400185,37.197080694985296
511210207001130,-80.3870436585027,37.197616326139105
511210203001857,-80.44273376943059,37.258417221189106
51121021300439,-80.3790223714504,37.2920735334421
511210204001694,-80.42770281503921,37.2493604259013
511210207001128,-80.3857314112863,37.1972840725404
511210207001144,-80.40808103743879,37.197434363774796
511210203001864,-80.4478602887241,37.256509778482204
51121021300445,-80.3306702037963,37.2936317683656
511210203001853,-80.43606851605371,37.2786202878603
511210203001860,-80.44235455361891,37.2573838110309
511210203001859,-80.44219129088529,37.2572971873685
511210203001851,-80.4390846529112,37.278771467889705
511210207001135,-80.3982375425291,37.1982864687429
511210203001865,-80.4477193770127,37.2559907382823
511210203001848,-80.43971538294791,37.278062685254895
51121021300438,-80.41949937000521,37.2933530016574
51121021300440,-80.37864937574899,37.2916449779891
511210203001858,-80.44288003252301,37.2587371736116
51121021300443,-80.2607693532518,37.3272925545895
51121020900321,-80.38715572234379,37.113863687618206
51121021300411,-80.3000936273967,37.2897213615359
511210207001117,-80.3647835794353,37.2010465379357
511210207001132,-80.387611009411,37.1980020773651
51121020900325,-80.3324272187683,37.114486276069
511210207001127,-80.384633677133,37.196557472883704
511210207001157,-80.40136332935481,37.197432772561605
51121020900320,-80.38703368923579,37.113749542815206
511210203001854,-80.437648389139,37.2787157056913
51121020900326,-80.33314134075592,37.1159304936988
511210207001114,-80.40243191935059,37.200985862017
511210207001119,-80.3639253112855,37.2007348984616
51121021300407,-80.4343107825744,37.2881556557937
511210203001828,-80.4373595407573,37.2771893302787
51121020900328,-80.3309069633307,37.112079987765
51121020900324,-80.3397749129594,37.114083508480796
51121021300404,-80.41975449750059,37.2943438367099
51121020900329,-80.3327064424072,37.1151510517594
51121021300414,-80.423277821144,37.29007156277321
51121021300406,-80.421319975386,37.2912266052485
511210203001831,-80.4419318002415,37.2796046307905
511210203001827,-80.4375161379075,37.2774913832143
51121021300412,-80.29742259018009,37.2888914745225
511210203001832,-80.4377371490277,37.277967152129506
511210207001115,-80.39842496721029,37.200618126208404
51121021300410,-80.4187254848251,37.2881056777127
511210203001822,-80.42599081050379,37.277154316542
51121020900323,-80.3403028197147,37.1140824479725
511210207001123,-80.38737783426241,37.2014144150793
511210203001830,-80.4405952809111,37.2792458755795
511210203001823,-80.42461602827471,37.2775212792308
511210203001826,-80.43668048267709,37.277564056737596
511210203001825,-80.4245211511495,37.2774926313431
511210207001121,-80.3877874365544,37.1995836695536
51121021300409,-80.4310644067206,37.2896331196526
51121021300405,-80.4215980234383,37.2920786027825
51121021300423,-80.3732873309664,37.289287794587295
51121020900327,-80.33086982792949,37.112566620654796
51121021300422,-80.4254679365471,37.2899532814206
511210207001105,-80.3747538885553,37.2003110044073
511210207001124,-80.38724887217809,37.201622204262
511210207001122,-80.3870930905905,37.2006272633347
511210207001116,-80.3993037855181,37.2011472576265
511210203001824,-80.4256813281424,37.277132725185204
511210203001829,-80.4399003351261,37.278434343090204
511210207001106,-80.4043868158543,37.2010244440043
51121021300413,-80.3013516360823,37.2881431333474
511210207001120,-80.3748610457107,37.201125286006
51121021300408,-80.4321285259056,37.289905505760295
511210203001836,-80.43386490268021,37.277918357567394
511210207001118,-80.3645292261239,37.2006508597859
51121020900310,-80.38656301749799,37.11366338733121
51121020900322,-80.3885976203443,37.1142515962171
51121020900318,-80.3660080152483,37.113670213238294
51121020900311,-80.38833365511991,37.111259417575
511210203001833,-80.432566261365,37.2769354529386
511210207001109,-80.40408620312141,37.2004617385395
511210203001834,-80.43214333567909,37.2773004085983
51121021300479,-80.27723768901441,37.3000200799144
51121020900315,-80.3880394614122,37.11500039484989
51121020900312,-80.3884147788882,37.112381559082706
511210207001112,-80.4100082070952,37.200611963572996
51121020900319,-80.38645381443641,37.1135459323901
511210203001842,-80.4255594103837,37.2777502500468
511210203001835,-80.4259707266804,37.27754828017579
511210207001104,-80.37467707334851,37.200713573037206
511210203001839,-80.42623761883121,37.277728291744296
511210207001113,-80.40247390043821,37.200987433497
511210203001837,-80.43308552035809,37.2776747259335
511210203001843,-80.4259037574941,37.27767596500679
51121021300416,-80.3378056186896,37.2912446024011
511210203001840,-80.427325184374,37.277847706172
511210207001107,-80.40417017862958,37.200648305799604
51121021300421,-80.4269581333594,37.2903102372709
51121020900316,-80.387492096172,37.11505570799061
511210207001110,-80.40990891779441,37.2006463659625
511210203001838,-80.4328910463028,37.2774471590646
511210207001108,-80.4043233774329,37.2010277568178
51121020900314,-80.3883021636111,37.1134941137045
51121021300425,-80.3337659599249,37.291557950207
51121021300424,-80.3772885383499,37.291574769217206
51121021300417,-80.34047528269801,37.2905087339889
51121021300489,-80.4030610336923,37.3161706555085
51121021300477,-80.2709223495327,37.3021442599725
51121021300449,-80.39946448906059,37.2939389348079
51121021300452,-80.4459121458439,37.2940511555665
51121021300453,-80.41017003115229,37.295717132179604
51121021300457,-80.2788288141461,37.296570267912294
51121021300476,-80.32628321278109,37.2997659143696
51121021300448,-80.4227616433034,37.293916278568396
51121020900313,-80.38776359277121,37.1128951396066
51121021300458,-80.3677420186952,37.2962734955183
51121020300592,-80.4460417266265,37.231028865629604
51121021300467,-80.3259652725565,37.2967135786099
51121021300466,-80.3251483197647,37.2956607773787
51121021300483,-80.29375883508379,37.302019346913795
51121021300471,-80.4012356363572,37.2979652426383
51121021300474,-80.27549831119221,37.298159856644794
51121021300454,-80.40332452168221,37.2959104364128
51121021300472,-80.3999030765808,37.2984289665589
