,0,1,2,3,4,5,6,7
0,0.0,0.030481937693494474,0.030481937693494474,0.030481937693494474,0.026631552654990624,0.031582047704495575,0.030481937693494474,0.030481937693494474
1,0.014293567894447499,0.030481937693494474,0.030481937693494474,0.031582047704495575,0.030481937693494474,0.027731662665991724,0.031582047704495575,0.030481937693494474
2,0.0,0.026631552654990624,0.027731662665991724,0.030481937693494474,0.026631552654990624,0.030481937693494474,0.026631552654990624,0.027731662665991724
3,0.061572292468389224,0.0669650031112373,0.10437959511626362,0.09339058412725262,0.09339058412725262,0.09339058412725262,0.09339058412725262,0.09339058412725262
4,0.06706981858163827,0.0669650031112373,0.10437959511626362,0.10437959511626362,0.10437959511626362,0.09339058412725262,0.10437959511626362,0.10437959511626362
5,0.061572292468389224,0.0669650031112373,0.09339058412725262,0.10437959511626362,0.10437959511626362,0.09339058412725262,0.09339058412725262,0.10437959511626362
6,0.061572292468389224,0.0669650031112373,0.09339058412725262,0.09339058412725262,0.10437959511626362,0.10437959511626362,0.10437959511626362,0.09339058412725262
7,0.056074766355140186,0.10445299615173172,0.09840571742715779,0.09840571742715779,0.10445299615173172,0.09455744914788346,0.09840571742715779,0.09840571742715779
8,0.056624518966465094,0.10445299615173172,0.09840571742715779,0.09840571742715779,0.10445299615173172,0.09840571742715779,0.09840571742715779,0.09840571742715779
9,0.06706981858163827,0.10445299615173172,0.10445299615173172,0.10445299615173172,0.09840571742715779,0.10445299615173172,0.09840571742715779,0.09840571742715779
10,0.09840571742715779,0.09840571742715779,0.09840571742715779,0.09840571742715779,0.09840571742715779,0.10445299615173172,0.09840571742715779,0.10445299615173172
11,0.09864128248998622,0.09864128248998622,0.09864128248998622,0.09864128248998622,0.09864128248998622,0.09864128248998622,0.10452647793641376,0.09864128248998622
12,0.10445299615173172,0.10445299615173172,0.09840571742715779,0.09840571742715779,0.10445299615173172,0.09840571742715779,0.10445299615173172,0.10445299615173172
13,0.09840571742715779,0.09840571742715779,0.09840571742715779,0.09840571742715779,0.10445299615173172,0.10445299615173172,0.09840571742715779,0.10445299615173172
14,0.10445299615173172,0.09840571742715779,0.09840571742715779,0.10445299615173172,0.09840571742715779,0.10445299615173172,0.09840571742715779,0.10445299615173172
15,0.10445299615173172,0.09840571742715779,0.09840571742715779,0.09840571742715779,0.10445299615173172,0.10445299615173172,0.10445299615173172,0.09840571742715779
16,0.09455744914788346,0.10445299615173172,0.09840571742715779,0.10445299615173172,0.09840571742715779,0.09840571742715779,0.09840571742715779,0.09840571742715779
17,0.10445299615173172,0.10445299615173172,0.10445299615173172,0.10445299615173172,0.09840571742715779,0.10445299615173172,0.09840571742715779,0.09840571742715779
18,0.10445299615173172,0.10445299615173172,0.09840571742715779,0.09840571742715779,0.10445299615173172,0.10445299615173172,0.09840571742715779,0.10445299615173172
19,0.10445299615173172,0.10445299615173172,0.09840571742715779,0.09840571742715779,0.09840571742715779,0.10445299615173172,0.09840571742715779,0.09840571742715779
20,0.09840571742715779,0.10445299615173172,0.10445299615173172,0.10445299615173172,0.09840571742715779,0.09840571742715779,0.10445299615173172,0.10445299615173172
