290C10,-80.43501147597016,37.24817081045202
290C11,-80.43534350682404,37.24794708174686
290C12,-80.43568535975783,37.24782398054773
290C13,-80.43609734852542,37.24778239608153
290C14,-80.43673012814985,37.24773304504178
290C15,-80.43724041233561,37.24768207569188
290C16,-80.43790035126133,37.24755870542397
290C17,-80.43805869275714,37.24746816368233
290C18,-80.43799774528202,37.24740079160281
290C19,-80.43785624672294,37.24749278571812
290C110,-80.43742607880229,37.24758214177761
290C111,-80.43679093578798,37.24764013894751
290C112,-80.43613882682551,37.24770899838247
290C113,-80.43574216287044,37.24775661712699
290C114,-80.43535860780698,37.24786716530817
290C115,-80.43498958308039,37.24807963262017
290C116,-80.43464934725927,37.24839470329892
290C117,-80.43432582374646,37.24866110819367
290C118,-80.43397262305973,37.24883711252898
290C119,-80.43357683388442,37.24840341179853
290C120,-80.43325789599952,37.24784470369666
290C121,-80.43307018851161,37.24758718027907
290C122,-80.43651392459012,37.25111623041579
290C123,-80.43597665465519,37.25057165730888
290C124,-80.43397349052704,37.24882226615105
290C125,-80.43651098038684,37.2511947293442
290C126,-80.43579356081648,37.25073891528221
290C127,-80.43461642770986,37.24937669395326
290C128,-80.43380382803611,37.24998838167625
290C129,-80.43347780376388,37.2502140586539
290C130,-80.43214384634406,37.25105586545536
290C131,-80.4317014307976,37.25106469247993
290C132,-80.4304935564213,37.25086489502461
290C133,-80.42937319143515,37.25078142779451
290C134,-80.4296137165385,37.24977592634536
290C135,-80.43010909733951,37.24877702767219
290C136,-80.43029810277092,37.24842687515842
290C137,-80.43125322741025,37.24811554314451
290C138,-80.43245815621984,37.24805522242843
290C139,-80.43314386565908,37.24825985972414
290C140,-80.43388826683355,37.24892245088111
290C141,-80.43397519586324,37.24883024339213
290C142,-80.43393964056526,37.24981962983269
290C143,-80.43378226605223,37.24936569393786
290C144,-80.43327751346548,37.24974287900893
290C145,-80.43273067516557,37.2497834625927
290C146,-80.4318433343834,37.249775420977
290C147,-80.4313637784396,37.24977955147876
290C148,-80.43082504165872,37.24958756428045
290C149,-80.43040622257905,37.24954043614725
290C150,-80.43043262365872,37.24929313330125
290C151,-80.43059103892473,37.24921774279766
290C152,-80.43066328697755,37.2490070255577
290C153,-80.43078834756913,37.24883937581868
290C154,-80.43095235142317,37.24886223007707
290C155,-80.4312600013823,37.24887531721847
290C156,-80.43155159100034,37.24900149536411
290C157,-80.43175472200333,37.24903080093515
290C158,-80.43200596290691,37.24906188570166
290C159,-80.43228299212584,37.24911232553468
290C160,-80.43228675738554,37.24909632691131
290C161,-80.43252374322238,37.24921720526351
290C162,-80.43263476298728,37.24898107339966
290C163,-80.43249058862367,37.24865869086602
290C164,-80.43223480082007,37.24862959094913
290C165,-80.4319680139336,37.24845362508827
290C166,-80.43194339790014,37.24843676015862
290C167,-80.43189470954685,37.24841027855265
290C168,-80.43147311658437,37.2483240595751
290C169,-80.43115831959335,37.24841949250921
290C170,-80.4311518395877,37.24841943963619
290C171,-80.43117964987914,37.24831526267978
290C172,-80.43116726889687,37.24829137511946
290C173,-80.43114757188114,37.24828631333968
290C174,-80.43077346644903,37.24842617005173
290C175,-80.43042284111571,37.24853178380229
290C176,-80.43017669992325,37.24865388468901
